node1	label	node2	id
QRX1656349-PRX_ID_MMSL-"30339"-0000	alias	sacubitril-valsartan 49 mg-51 mg oral tablet	QRX1656349-PRX_ID_MMSL-"30339"-0000-alias-sacubitril-valsartan 49 mg-51 mg oral tablet-0000
QRX1656349-PRX_ID_NDDF-"074409"-0000	alias	sacubitril/valsartan 49 mg-51 mg ORAL TABLET	QRX1656349-PRX_ID_NDDF-"074409"-0000-alias-sacubitril/valsartan 49 mg-51 mg ORAL TABLET-0000
QRX1656349-PRX_ID_NDDF-"074409"-0000	alias	sacubitril/valsartan@49 mg-51 mg@ORAL@TABLET	QRX1656349-PRX_ID_NDDF-"074409"-0000-alias-sacubitril/valsartan@49 mg-51 mg@ORAL@TABLET-0000
QRX1656349-PRX_ID_VANDF-"4034604"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB	QRX1656349-PRX_ID_VANDF-"4034604"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB-0000
QRX1656349-PRX_ID_VANDF-"4034604"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB UD	QRX1656349-PRX_ID_VANDF-"4034604"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB UD-0000
QRX1656349-PRX_ID_VANDF-"4034604"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB,UD	QRX1656349-PRX_ID_VANDF-"4034604"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB,UD-0000
QRX1656349-PRX_ID_VANDF-"4034607"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB	QRX1656349-PRX_ID_VANDF-"4034607"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB-0000
QRX1656349-PRX_ID_VANDF-"4034607"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB UD	QRX1656349-PRX_ID_VANDF-"4034607"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB UD-0000
QRX1656349-PRX_ID_VANDF-"4034607"-0000	alias	SACUBITRIL 49MG/VALSARTAN 51MG TAB,UD	QRX1656349-PRX_ID_VANDF-"4034607"-0000-alias-SACUBITRIL 49MG/VALSARTAN 51MG TAB,UD-0000
QRX1656351-PRX_ID_GS-"90670"-0000	alias	Entresto 49mg-51mg Tablet	QRX1656351-PRX_ID_GS-"90670"-0000-alias-Entresto 49mg-51mg Tablet-0000
QRX1656351-PRX_ID_MMSL-"30339"-0000	alias	Entresto, 49 mg-51 mg oral tablet	QRX1656351-PRX_ID_MMSL-"30339"-0000-alias-Entresto, 49 mg-51 mg oral tablet-0000
QRX1656351-PRX_ID_MTHSPL-"0078-0777"-0000	alias	SACUBITRIL 49 mg / VALSARTAN 51 mg ORAL TABLET, FILM COATED [ENTRESTO]	QRX1656351-PRX_ID_MTHSPL-"0078-0777"-0000-alias-SACUBITRIL 49 mg / VALSARTAN 51 mg ORAL TABLET, FILM COATED [ENTRESTO]-0000
QRX1656354-PRX_ID_MMSL-"30340"-0000	alias	sacubitril-valsartan 97 mg-103 mg oral tablet	QRX1656354-PRX_ID_MMSL-"30340"-0000-alias-sacubitril-valsartan 97 mg-103 mg oral tablet-0000
QRX1656354-PRX_ID_NDDF-"074410"-0000	alias	sacubitril/valsartan 97 mg-103 mg ORAL TABLET	QRX1656354-PRX_ID_NDDF-"074410"-0000-alias-sacubitril/valsartan 97 mg-103 mg ORAL TABLET-0000
QRX1656354-PRX_ID_NDDF-"074410"-0000	alias	sacubitril/valsartan@97 mg-103 mg@ORAL@TABLET	QRX1656354-PRX_ID_NDDF-"074410"-0000-alias-sacubitril/valsartan@97 mg-103 mg@ORAL@TABLET-0000
QRX1656354-PRX_ID_VANDF-"4034605"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB	QRX1656354-PRX_ID_VANDF-"4034605"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB-0000
QRX1656354-PRX_ID_VANDF-"4034605"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB UD	QRX1656354-PRX_ID_VANDF-"4034605"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB UD-0000
QRX1656354-PRX_ID_VANDF-"4034605"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB,UD	QRX1656354-PRX_ID_VANDF-"4034605"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB,UD-0000
QRX1656354-PRX_ID_VANDF-"4034606"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB	QRX1656354-PRX_ID_VANDF-"4034606"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB-0000
QRX1656354-PRX_ID_VANDF-"4034606"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB UD	QRX1656354-PRX_ID_VANDF-"4034606"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB UD-0000
QRX1656354-PRX_ID_VANDF-"4034606"-0000	alias	SACUBITRIL 97MG/VALSARTAN 103MG TAB,UD	QRX1656354-PRX_ID_VANDF-"4034606"-0000-alias-SACUBITRIL 97MG/VALSARTAN 103MG TAB,UD-0000
QRX1656356-PRX_ID_GS-"90671"-0000	alias	Entresto 97mg-103mg Tablet	QRX1656356-PRX_ID_GS-"90671"-0000-alias-Entresto 97mg-103mg Tablet-0000
QRX1656356-PRX_ID_MMSL-"30340"-0000	alias	Entresto, 97 mg-103 mg oral tablet	QRX1656356-PRX_ID_MMSL-"30340"-0000-alias-Entresto, 97 mg-103 mg oral tablet-0000
QRX1656356-PRX_ID_MTHSPL-"0078-0696"-0000	alias	SACUBITRIL 97 mg / VALSARTAN 103 mg ORAL TABLET, FILM COATED [ENTRESTO]	QRX1656356-PRX_ID_MTHSPL-"0078-0696"-0000-alias-SACUBITRIL 97 mg / VALSARTAN 103 mg ORAL TABLET, FILM COATED [ENTRESTO]-0000
Q155472-P267-"C09CA03"-0000	alias	valsartan	Q155472-P267-"C09CA03"-0000-alias-valsartan-0000
Q155472-P486-"D000068756"-0000	alias	L-Valine, N-(1-oxopentyl)-N-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-	Q155472-P486-"D000068756"-0000-alias-L-Valine, N-(1-oxopentyl)-N-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)--0000
Q155472-P486-"D000068756"-0000	alias	N-valeryl-N-((2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl)valine	Q155472-P486-"D000068756"-0000-alias-N-valeryl-N-((2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl)valine-0000
Q155472-P486-"D000068756"-0000	alias	Valsartan	Q155472-P486-"D000068756"-0000-alias-Valsartan-0000
Q155472-P5806-"108581009"-0000	alias	Product containing valsartan (medicinal product)	Q155472-P5806-"108581009"-0000-alias-Product containing valsartan (medicinal product)-0000
Q155472-P5806-"108581009"-0000	alias	Valsartan	Q155472-P5806-"108581009"-0000-alias-Valsartan-0000
Q155472-P5806-"108581009"-0000	alias	Valsartan (substance)	Q155472-P5806-"108581009"-0000-alias-Valsartan (substance)-0000
Q155472-P5806-"108581009"-0000	alias	Valsartan-containing product	Q155472-P5806-"108581009"-0000-alias-Valsartan-containing product-0000
Q155472-P5806-"386876001"-0000	alias	Product containing valsartan (medicinal product)	Q155472-P5806-"386876001"-0000-alias-Product containing valsartan (medicinal product)-0000
Q155472-P5806-"386876001"-0000	alias	Valsartan	Q155472-P5806-"386876001"-0000-alias-Valsartan-0000
Q155472-P5806-"386876001"-0000	alias	Valsartan (substance)	Q155472-P5806-"386876001"-0000-alias-Valsartan (substance)-0000
Q155472-P5806-"386876001"-0000	alias	Valsartan-containing product	Q155472-P5806-"386876001"-0000-alias-Valsartan-containing product-0000
Q155472-P715-"DB00177"-0000	alias	(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine	Q155472-P715-"DB00177"-0000-alias-(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine-0000
Q155472-P715-"DB00177"-0000	alias	N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine	Q155472-P715-"DB00177"-0000-alias-N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine-0000
Q155472-P715-"DB00177"-0000	alias	N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine	Q155472-P715-"DB00177"-0000-alias-N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine-0000
Q155472-P715-"DB00177"-0000	alias	Valsartan	Q155472-P715-"DB00177"-0000-alias-Valsartan-0000
Q17811448-P486-"C549068"-0000	alias	sacubitril	Q17811448-P486-"C549068"-0000-alias-sacubitril-0000
Q17811448-P5806-"716072000"-0000	alias	Sacubitril	Q17811448-P5806-"716072000"-0000-alias-Sacubitril-0000
Q17811448-P5806-"716072000"-0000	alias	Sacubitril (substance)	Q17811448-P5806-"716072000"-0000-alias-Sacubitril (substance)-0000
Q17811448-P715-"DB09292"-0000	alias	Sacubitril	Q17811448-P715-"DB09292"-0000-alias-Sacubitril-0000
Q17811448-P715-"DB09292"-0000	alias	Sacubitrilo	Q17811448-P715-"DB09292"-0000-alias-Sacubitrilo-0000
Q29005800-P486-"C549068"-0000	alias	entresto	Q29005800-P486-"C549068"-0000-alias-entresto-0000
Q6457467-P267-"C09DX04"-0000	alias	valsartan and sacubitril	Q6457467-P267-"C09DX04"-0000-alias-valsartan and sacubitril-0000
Q6457467-P486-"C549068"-0000	alias	sacubitril valsartan drug combination	Q6457467-P486-"C549068"-0000-alias-sacubitril valsartan drug combination-0000
Q6457467-P486-"C549068"-0000	alias	sacubitril valsartan sodium hydrate	Q6457467-P486-"C549068"-0000-alias-sacubitril valsartan sodium hydrate-0000
Q6457467-P486-"C549068"-0000	alias	sacubitril-valsartan	Q6457467-P486-"C549068"-0000-alias-sacubitril-valsartan-0000
Q6457467-P5806-"763540002"-0000	alias	Product containing sacubitril and valsartan (medicinal product)	Q6457467-P5806-"763540002"-0000-alias-Product containing sacubitril and valsartan (medicinal product)-0000
Q6457467-P5806-"763540002"-0000	alias	Sacubitril- and valsartan-containing product	Q6457467-P5806-"763540002"-0000-alias-Sacubitril- and valsartan-containing product-0000
Q155472-PRX_ID_GS-"2608"-0000	alias	Valsartan	Q155472-PRX_ID_GS-"2608"-0000-alias-Valsartan-0000
Q155472-PRX_ID_MMSL-"53010"-0000	alias	Valsartan	Q155472-PRX_ID_MMSL-"53010"-0000-alias-Valsartan-0000
Q155472-PRX_ID_MMSL-"53010"-0000	alias	valsartan	Q155472-PRX_ID_MMSL-"53010"-0000-alias-valsartan-0000
Q155472-PRX_ID_MMSL-"5663"-0000	alias	Valsartan	Q155472-PRX_ID_MMSL-"5663"-0000-alias-Valsartan-0000
Q155472-PRX_ID_MMSL-"5663"-0000	alias	valsartan	Q155472-PRX_ID_MMSL-"5663"-0000-alias-valsartan-0000
Q155472-PRX_ID_MMSL-"d04113"-0000	alias	Valsartan	Q155472-PRX_ID_MMSL-"d04113"-0000-alias-Valsartan-0000
Q155472-PRX_ID_MMSL-"d04113"-0000	alias	valsartan	Q155472-PRX_ID_MMSL-"d04113"-0000-alias-valsartan-0000
Q155472-PRX_ID_MTHSPL-"80M03YXJ7I"-0000	alias	VALSARTAN	Q155472-PRX_ID_MTHSPL-"80M03YXJ7I"-0000-alias-VALSARTAN-0000
Q155472-PRX_ID_MTHSPL-"80M03YXJ7I"-0000	alias	Valsartan	Q155472-PRX_ID_MTHSPL-"80M03YXJ7I"-0000-alias-Valsartan-0000
Q155472-PRX_ID_NDDF-"006279"-0000	alias	valsartan	Q155472-PRX_ID_NDDF-"006279"-0000-alias-valsartan-0000
Q155472-PRX_ID_VANDF-"4020986"-0000	alias	VALSARTAN	Q155472-PRX_ID_VANDF-"4020986"-0000-alias-VALSARTAN-0000
Q17811448-PRX_ID_GS-"5469"-0000	alias	Sacubitril	Q17811448-PRX_ID_GS-"5469"-0000-alias-Sacubitril-0000
Q17811448-PRX_ID_MMSL-"31106"-0000	alias	sacubitril	Q17811448-PRX_ID_MMSL-"31106"-0000-alias-sacubitril-0000
Q17811448-PRX_ID_MMSL-"d08368"-0000	alias	sacubitril	Q17811448-PRX_ID_MMSL-"d08368"-0000-alias-sacubitril-0000
Q17811448-PRX_ID_MTHSPL-"17ERJ0MKGI"-0000	alias	SACUBITRIL	Q17811448-PRX_ID_MTHSPL-"17ERJ0MKGI"-0000-alias-SACUBITRIL-0000
Q17811448-PRX_ID_NDDF-"016257"-0000	alias	sacubitril	Q17811448-PRX_ID_NDDF-"016257"-0000-alias-sacubitril-0000
Q17811448-PRX_ID_VANDF-"4034598"-0000	alias	SACUBITRIL	Q17811448-PRX_ID_VANDF-"4034598"-0000-alias-SACUBITRIL-0000
Q29005800-PRX_ID_MMSL-"234762"-0000	alias	Entresto	Q29005800-PRX_ID_MMSL-"234762"-0000-alias-Entresto-0000
Q6457467-PRX_ID_MMSL-"d08369"-0000	alias	sacubitril-valsartan	Q6457467-PRX_ID_MMSL-"d08369"-0000-alias-sacubitril-valsartan-0000
Q6457467-PRX_ID_VANDF-"4034599"-0000	alias	SACUBITRIL/VALSARTAN	Q6457467-PRX_ID_VANDF-"4034599"-0000-alias-SACUBITRIL/VALSARTAN-0000
