node1	label	node2
PRX_FDA_spl_product_data_elements	label	'spl_product_data_elements'@en
PRX_FDA_spl_product_data_elements	description	'spl_product_data_elements'@en
PRX_FDA_spl_product_data_elements	data_type	"string"
PRX_FDA_clinical_pharmacology	label	'clinical_pharmacology'@en
PRX_FDA_clinical_pharmacology	description	'clinical_pharmacology'@en
PRX_FDA_clinical_pharmacology	data_type	"string"
PRX_FDA_clinical_studies	label	'clinical_studies'@en
PRX_FDA_clinical_studies	description	'clinical_studies'@en
PRX_FDA_clinical_studies	data_type	"string"
PRX_FDA_use_in_specific_populations	label	'use_in_specific_populations'@en
PRX_FDA_use_in_specific_populations	description	'use_in_specific_populations'@en
PRX_FDA_use_in_specific_populations	data_type	"string"
PRX_FDA_nonclinical_toxicology	label	'nonclinical_toxicology'@en
PRX_FDA_nonclinical_toxicology	description	'nonclinical_toxicology'@en
PRX_FDA_nonclinical_toxicology	data_type	"string"
PRX_FDA_boxed_warning	label	'boxed_warning'@en
PRX_FDA_boxed_warning	description	'boxed_warning'@en
PRX_FDA_boxed_warning	data_type	"string"
PRX_FDA_overdosage	label	'overdosage'@en
PRX_FDA_overdosage	description	'overdosage'@en
PRX_FDA_overdosage	data_type	"string"
PRX_FDA_warnings_and_cautions	label	'warnings_and_cautions'@en
PRX_FDA_warnings_and_cautions	description	'warnings_and_cautions'@en
PRX_FDA_warnings_and_cautions	data_type	"string"
PRX_FDA_how_supplied	label	'how_supplied'@en
PRX_FDA_how_supplied	description	'how_supplied'@en
PRX_FDA_how_supplied	data_type	"string"
PRX_FDA_set_id	label	'set_id'@en
PRX_FDA_set_id	description	'set_id'@en
PRX_FDA_set_id	data_type	"string"
PRX_FDA_carcinogenesis_and_mutagenesis_and_impairment_of_fertility	label	'carcinogenesis_and_mutagenesis_and_impairment_of_fertility'@en
PRX_FDA_carcinogenesis_and_mutagenesis_and_impairment_of_fertility	description	'carcinogenesis_and_mutagenesis_and_impairment_of_fertility'@en
PRX_FDA_carcinogenesis_and_mutagenesis_and_impairment_of_fertility	data_type	"string"
PRX_FDA_pregnancy	label	'pregnancy'@en
PRX_FDA_pregnancy	description	'pregnancy'@en
PRX_FDA_pregnancy	data_type	"string"
PRX_FDA_pharmacokinetics	label	'pharmacokinetics'@en
PRX_FDA_pharmacokinetics	description	'pharmacokinetics'@en
PRX_FDA_pharmacokinetics	data_type	"string"
PRX_FDA_labor_and_delivery	label	'labor_and_delivery'@en
PRX_FDA_labor_and_delivery	description	'labor_and_delivery'@en
PRX_FDA_labor_and_delivery	data_type	"string"
PRX_FDA_spl_patient_package_insert	label	'spl_patient_package_insert'@en
PRX_FDA_spl_patient_package_insert	description	'spl_patient_package_insert'@en
PRX_FDA_spl_patient_package_insert	data_type	"string"
PRX_FDA_pediatric_use	label	'pediatric_use'@en
PRX_FDA_pediatric_use	description	'pediatric_use'@en
PRX_FDA_pediatric_use	data_type	"string"
PRX_FDA_mechanism_of_action	label	'mechanism_of_action'@en
PRX_FDA_mechanism_of_action	description	'mechanism_of_action'@en
PRX_FDA_mechanism_of_action	data_type	"string"
PRX_FDA_geriatric_use	label	'geriatric_use'@en
PRX_FDA_geriatric_use	description	'geriatric_use'@en
PRX_FDA_geriatric_use	data_type	"string"
PRX_FDA_adverse_reactions_table	label	'adverse_reactions_table'@en
PRX_FDA_adverse_reactions_table	description	'adverse_reactions_table'@en
PRX_FDA_adverse_reactions_table	data_type	"string"
PRX_FDA_pharmacodynamics	label	'pharmacodynamics'@en
PRX_FDA_pharmacodynamics	description	'pharmacodynamics'@en
PRX_FDA_pharmacodynamics	data_type	"string"
PRX_FDA_dosage_and_administration_table	label	'dosage_and_administration_table'@en
PRX_FDA_dosage_and_administration_table	description	'dosage_and_administration_table'@en
PRX_FDA_dosage_and_administration_table	data_type	"string"
PRX_FDA_original_packager_product_ndc	label	'original_packager_product_ndc'@en
PRX_FDA_original_packager_product_ndc	description	'original_packager_product_ndc'@en
PRX_FDA_original_packager_product_ndc	data_type	"string"
PRX_FDA_storage_and_handling	label	'storage_and_handling'@en
PRX_FDA_storage_and_handling	description	'storage_and_handling'@en
PRX_FDA_storage_and_handling	data_type	"string"
PRX_FDA_spl_patient_package_insert_table	label	'spl_patient_package_insert_table'@en
PRX_FDA_spl_patient_package_insert_table	description	'spl_patient_package_insert_table'@en
PRX_FDA_spl_patient_package_insert_table	data_type	"string"
PRX_FDA_spl_medguide	label	'spl_medguide'@en
PRX_FDA_spl_medguide	description	'spl_medguide'@en
PRX_FDA_spl_medguide	data_type	"string"
PRX_FDA_animal_pharmacology_and_or_toxicology	label	'animal_pharmacology_and_or_toxicology'@en
PRX_FDA_animal_pharmacology_and_or_toxicology	description	'animal_pharmacology_and_or_toxicology'@en
PRX_FDA_animal_pharmacology_and_or_toxicology	data_type	"string"
PRX_FDA_recent_major_changes	label	'recent_major_changes'@en
PRX_FDA_recent_major_changes	description	'recent_major_changes'@en
PRX_FDA_recent_major_changes	data_type	"string"
PRX_FDA_indications_and_usage_table	label	'indications_and_usage_table'@en
PRX_FDA_indications_and_usage_table	description	'indications_and_usage_table'@en
PRX_FDA_indications_and_usage_table	data_type	"string"
PRX_FDA_nursing_mothers	label	'nursing_mothers'@en
PRX_FDA_nursing_mothers	description	'nursing_mothers'@en
PRX_FDA_nursing_mothers	data_type	"string"
PRX_FDA_how_supplied_table	label	'how_supplied_table'@en
PRX_FDA_how_supplied_table	description	'how_supplied_table'@en
PRX_FDA_how_supplied_table	data_type	"string"
PRX_FDA_recent_major_changes_table	label	'recent_major_changes_table'@en
PRX_FDA_recent_major_changes_table	description	'recent_major_changes_table'@en
PRX_FDA_recent_major_changes_table	data_type	"string"
PRX_FDA_patient_medication_information_table	label	'patient_medication_information_table'@en
PRX_FDA_patient_medication_information_table	description	'patient_medication_information_table'@en
PRX_FDA_patient_medication_information_table	data_type	"string"
PRX_FDA_patient_medication_information	label	'patient_medication_information'@en
PRX_FDA_patient_medication_information	description	'patient_medication_information'@en
PRX_FDA_patient_medication_information	data_type	"string"
PRX_FDA_information_for_patients_table	label	'information_for_patients_table'@en
PRX_FDA_information_for_patients_table	description	'information_for_patients_table'@en
PRX_FDA_information_for_patients_table	data_type	"string"
PRX_FDA_spl_unclassified_section_table	label	'spl_unclassified_section_table'@en
PRX_FDA_spl_unclassified_section_table	description	'spl_unclassified_section_table'@en
PRX_FDA_spl_unclassified_section_table	data_type	"string"
PRX_FDA_other_safety_information	label	'other_safety_information'@en
PRX_FDA_other_safety_information	description	'other_safety_information'@en
PRX_FDA_other_safety_information	data_type	"string"
PRX_FDA_risks	label	'risks'@en
PRX_FDA_risks	description	'risks'@en
PRX_FDA_risks	data_type	"string"
PRX_FDA_teratogenic_effects	label	'teratogenic_effects'@en
PRX_FDA_teratogenic_effects	description	'teratogenic_effects'@en
PRX_FDA_teratogenic_effects	data_type	"string"
PRX_FDA_product_number	label	'product_number'@en
PRX_FDA_product_number	description	'product_number'@en
PRX_FDA_product_number	data_type	"string"
PRX_FDA_submission_status_date	label	'submission_status_date'@en
PRX_FDA_submission_status_date	description	'submission_status_date'@en
PRX_FDA_submission_status_date	data_type	"string"
